Gene.symbol	astrocyte_of_the_cerebral_cortex	Bergmann_glial_cell	brain_pericyte	endothelial_cell	neuron	oligodendrocyte	oligodendrocyte_precursor_cell
PDE1A	0.014263727	0	0.714025125	0.003853401	0.16615017	0.003515215	0.126305814
FN1	0.01329577	0	0.028241117	1.376572875	0.009624523	0.005316425	0.020222313
IGFBP2	0.922184942	0.138000495	0.007976833	0.019679715	0.020331262	0.017901451	0.207753128
EFHD1	0.36496744	0.45188632	0.19197622	0.02379051	0.01888124	1.57041662	0.07395681
CHST10	0.363691695	0.594493624	0.000525474	0.001981962	0.221719373	0.006041251	0.373770429
PLCD4	0.6158017266	0.2387192389	0.0078424486	0.0009516302	0.0085887638	0.0094806728	0.0219503452
ID2	1.7397456	1.0650278	0.2783129	0.68018	0.202587	0.1066184	1.0078023
QPCT	0.0056509352	0.001332413	0.0004152471	0.0204935279	0.2286362925	0.3512241414	2.003196474
PLCL1	0.085112806	0.098122589	0.335068867	0.007997078	0.048221486	0.658761536	0.09894768
SLC1A4	0.630548011	0.216529375	0.004496047	0.0133678	0.126934811	0.008011749	0.200700187
EPAS1	0.57264136	0.30941216	1.68398891	2.06387665	0.01583067	0.13140337	0.68575387
PRRX1	0.136691678	0.279851815	0.332613441	0.002505557	0.007015378	0.002247733	0.253033857
TNR	0.004267947	0.073300789	0.016689506	0.001756104	0.096822075	0.02137218	1.262161599
ANGPTL1	0.02035497	0.0008238779	0	1.995684e-05	0.01757482	0.003227805	0.4090881
NCF2	0.007630375	0	0.686255525	0.007196689	0.00276537	0.010792695	0.001288334
HPCAL4	0.012656725	0.002214241	0.010029601	0.002219836	0.361687396	0.017926204	0.037780543
RGS4	0.0459492	0	2.98818621	0.08612967	1.11782993	0.01483673	0.02278245
IGSF21	0.1946370841	0.1434145284	0.0007201412	0.000788884	0.2705636928	0.0126623027	1.2302948346
GBP3	0.0442958343	0.0008746302	0.0490410238	0.6845659308	0.0126294295	0.0002172173	0.0023388173
CDK18	0.0138471249	0	0.0216249859	0.0001141188	0.0101743604	0.5225789002	0.0192366342
ECE1	0.29437414	0.2006274	0.34954759	1.57875623	0.26502914	0.06868666	0.49154045
ID3	0.50043099	0.13847881	2.39609367	2.62467387	0.03448137	0.03638623	0.14361752
SLC2A1	0.88523961	0.44005177	0.2888315	4.0359451	0.09455151	1.05337724	0.36582245
F3	2.00609166	1.76165873	0.00316677	0.0149086	0.0819209	0.01556494	0.87694365
PRDX6	3.0421572	2.5373017	0.4822185	0.512658	0.4432779	0.8523908	1.1494211
HSD11B1	0.877645404	2.0210544308	0.0005042525	0.0049215859	0.0108530695	0.0245112071	0.0249201269
STMN1	0.29607021	0.0200565	0.06398837	0.7607583	1.48547184	2.18495319	0.31736106
MAN1C1	0.02420144	0.6994282	0.03593304	0.08261043	0.06465777	0.02716041	0.09275259
C1orf54	0.0040102859	0	0.2525697993	0.9907989101	0.001079113	0.0198393595	0.0003845936
CA14	0.03919745	0.08660456	0.07685577	0.16610555	0.01591437	1.01661389	0.06167847
FILIP1	0.0006229187	0	0.721564186	0.2024421104	0.0932180775	0.0056117554	0.0055563062
CNR1	0.0526119611	0	0.0021739653	0.0003365345	0.8726373075	0.0060393213	0.111195381
SGK1	0.09443393	0.03167339	0.24984152	1.11049644	0.29111449	2.56423226	0.95275632
MYL12B	0.3407343	0.5864594	0.8850938	2.206047	1.3028406	0.490089	0.6591665
CASQ2	0.0067778742	0	0.8004118887	0.0412441984	0.020874454	0.0016854748	0.0001703498
TRIM67	0.001502206	0	0	5.911142e-05	0.08304785	0.003609001	0.21387
PGF	0.026544766	0.040001295	1.03467491	0.005310354	0.02929953	0.006444766	0.01763502
TGFB3	0.01988986	0.0005908634	0.7658428322	0.0023594271	0.0127109147	0.0395577767	0.0209564005
BCL11A	0.011032572	0.064574957	0.005211178	0.000521487	0.394694452	0.001527091	0.001091524
PPP1R3C	0.844146659	0.229584615	0.376308927	0.010807971	0.004142238	0.026575952	0.047368993
MSX2	0.0027715126	0.4835908935	0.0540359046	0.0002527347	0.0146686076	0.002893485	0
TEK	0.0098554944	0	0.0247003836	1.0236190464	0.0017172064	0.0006402722	0.0033852694
LRP11	0.065168845	0.248099062	0.019121437	0.004740817	0.633617327	0.019866201	0.270688349
PLXDC2	0.10853017	0.02392835	0.09029917	0.03509155	0.08695804	0.7485763	0.17296866
PLS1	0.028472508	0.012711047	0.002401796	0.001171655	0.065530305	0.84546546	0.057854746
CLU	4.89801673	3.57806386	0.05915475	0.15603338	0.78463416	0.5731584	2.36793655
PDLIM2	0.06388558	0.04897716	0.48013243	0.09069644	0.01502721	1.51938879	0.07273384
EPHX2	0.65799665	0.1509211	0.10065288	0.0108852	0.05946929	0.00909794	0.02055516
RDH10	0.10740106	0.36256087	0.03805646	0.03242346	0.05168204	0.01474828	0.05725736
TBX2	0.000728105	0	0.6485295647	0.0110220589	0.0006315219	0.0022309872	0.0007236911
MAPK8IP1	0.102315841	0.104039417	0.050916805	0.009169155	0.211082098	0.786648926	0.113486738
GJB6	1.8649812083	1.7290160748	0	0.0002119049	0.0006157108	0.0327150294	0.0489398633
FABP3	0.006944583	0.021148627	0.081666888	0.001765697	0.582558628	0.007007557	0.113587213
CCRL2	0.004293919	0.046788301	0.961336037	0.270533093	0.001262193	0.007670319	0.01188685
SLITRK3	0	0	4.050176e-05	0.0002908119	0.1560967	0.00780912	0.3350993
HPCA	0.02902146	0	0.014042149	0.003231724	1.413309329	0.03052256	0.078138371
RASL11A	0.0506439039	0.3843633493	1.4505363606	0.0311444118	0.011298578	0.0007385449	0.1868243378
FMOD	0.0106476473	0.0410406521	0.4155906873	0.0001852329	0.000734212	0.0002717473	0
WIPF3	0.01813311	0.003338614	0.0004148869	4.869116e-05	0.3338617	0.001433366	0.008674728
NXPH1	0.004360407	0	0	0.003850413	0.074465071	0.008116622	1.921889908
NPY	0.011517056	0.927281351	0.005192944	0.003683242	0.049854735	0.007303819	0.101190785
ARL4A	0.06544345	0.03218821	0.4024582	2.01255609	0.23194164	0.06942487	0.33006753
GLIPR2	0.1265645581	0.4599900279	0.0950746831	0.0539793484	0.0528914648	0.0103982436	0.0001753411
CALD1	0.1127878	0.2548968	3.023391	0.3283325	0.1174957	0.1270165	0.3736334
SRGN	0.005300492	0	0.025776282	1.845134706	0.001978966	0.038627406	0.001284929
CIT	0.0200798606	0.1861599641	0.0002055147	0.0198771944	0.265426489	0.0038643966	0.1244947515
ITIH5	0.191267299	0.349225375	0.022508412	1.199795074	0.004238973	0.012944074	0.06082694
PDE1B	0.015472346	0	0.128764151	0.002224325	0.745432754	0.003344653	0.048177142
LRP1	0.56288669	0.78887906	0.25148267	0.01901312	0.27280767	0.01387375	1.0434683
PLP1	0.38805851	0.43354352	0.06459806	0.08106953	0.10483796	5.50095062	1.16799266
TNFAIP6	0.13048344	0.248547866	0.00100554	0.004906353	0.018517857	1.449580276	0.233474859
G0S2	0.1355115	0.09646227	0.0242177	0.01890009	0.03135731	0.04055757	1.01387513
ACSL3	2.0766103	1.6400585	0.1383794	0.2750869	0.4476321	0.5410862	0.5762336
SLC12A5	0.009516766	0	0.002195648	0.006661509	0.69396745	0.004375864	0.00841472
SDC4	1.88929016	2.4945918	1.2419485	0.08015153	0.06734843	0.10561135	0.13387345
MATN4	0.0048159321	0.0006035128	0	0.0023132662	0.031914408	0.027262764	2.0539471767
CDKN1A	0.08788198	0.73923796	1.65027507	2.70142489	0.29054371	0.09179322	0.08863334
CPNE5	0.002732334	0	0.0007904668	0.0001765871	0.4880408937	0.0008595127	0.0060395374
AHNAK	0.04901001	0.01454283	0.825898	1.28767003	0.02278592	0.02277768	0.00320968
CLYBL	0.20800399	0.3678609	0.10237956	0.04719164	0.15281606	0.01600186	0.10377701
ABCC4	0.052550835	0.017750065	0.021046911	0.873792695	0.024563951	0.001517005	0.067756855
SOX21	0.3301762832	0.1379766099	0	0.0003774569	0.0468532737	0.0073968798	0.4143522214
SOX9	1.113963425	1.030441727	0.002531816	0.057082145	0.121151752	0.020304741	0.022367256
OPRL1	0.0152812591	0	0.0088488329	0.0006161096	0.0798292956	0.0019079905	0.4302349544
GRIA3	0.003775058	0	0.002055497	0.001378266	0.467870404	0.011053534	1.077702784
CD70	0	0.3075758694	0	0	0.0124718086	0.0009408523	0.0784545291
GPCPD1	0.12154621	0.07236403	0.2505809	1.06298122	0.2349973	0.0260798	0.22954899
CD93	0.0021503544	0	0.2171128823	1.2076946729	0.0029974629	0.002653465	0.0005111461
NAPB	0.06679485	0.04240696	0.01976685	0.02193425	1.01550532	0.03140393	0.07540951
NRSN2	2.106153e-05	0	0.000236991	0.001686769	0.6751084	0.0005127457	0.01154961
GFRA4	0	0	0.25206811	0.004625726	0.500006945	0.010232022	0.133852889
ID1	0.072914479	0.041596027	0.745508056	1.714596067	0.039153265	0.009271796	0.011964222
KIRREL2	0.3012981045	0.0002846687	0.0117666135	0	0.0045369594	0.0098076001	0.0054236731
FRMD8	0.10580783	0.07277784	0.26283514	0.16688563	0.08077834	1.45414047	0.62896329
FLRT1	0.256302225	0.10939866	0.102851825	0.000486103	0.257192779	0.013117604	0.554627397
EVI2A	0.0893536397	0.3864771584	0.0003373242	0.005965421	0.0071660622	1.6686042488	0.1697087194
BCL11B	0.0006003311	0	0.0017867241	0.0052465054	0.7099228609	0.0100546184	0.0337022736
ATP13A4	0.2223165343	0.2160509559	0	0.0006063537	0.0001601722	0.0006168625	0.0352685777
PTPRB	0.007002903	0	0.04938168	2.012370233	0.01345555	0.007625312	0.005068959
KLF2	0.014292457	0.002593384	0.54976993	2.201357018	0.015897276	0.016570126	0.034626226
SYNGR3	0.0021567959	0	0.0030843429	0.0002558188	0.9173916721	0.0178106316	0.5391013377
FBXL16	0.03350516	0.23581518	0.0186609	0.00440123	0.57060943	0.04451499	0.13561067
GNAI1	0.06482869	0.03905144	0.17371248	0.01374714	0.38222303	1.13048262	0.37735756
KDR	0.0019653451	0.0009029964	0.0090760519	1.1240069628	0.0006306856	0.0688069101	0.0101406611
GAL3ST1	0.040650918	0	0.000129993	0.00424118	0.033265168	1.026997458	1.140543261
TST	1.162946641	0.972753197	0.170684023	0.008623349	0.030217028	0.225943044	0.062874471
PODXL	0.0005062789	0	0.0137704969	1.1849547975	0.0060855623	0.0009737554	0.0002529422
CGNL1	0.0088051358	0.0171302151	0.0934184553	0.8883429564	0.0181726533	0.0082803426	0.0002193452
PALLD	0.057768491	0.05861701	1.682880224	0.005448275	0.019663394	0.003344297	0.059457868
SPCS3	0.2204466849	0.3678386065	0.0005621469	0.0035641134	0.4164490169	0.0096995043	0.7504966102
KCNC1	0.018604	0.01834917	0.002765148	4.869586e-05	0.3739636	0.01009221	0.1210806
ATP1B2	2.45785596	2.84329055	1.91704111	0.04246852	0.56951183	0.10090224	1.09913593
ADCY4	0.0009264268	0	0.0250526	0.4856902	7.937819e-05	0.0001708898	0
CDO1	0.094294738	0.004515785	0.010750274	0.008809282	0.169688445	0.012033819	1.634441144
SYT5	0.009722183	0	0.068747054	0.001581296	0.874391123	0.003091585	0.073223427
KCNA5	0	0	0.31953898	0.0162452651	0.0361975423	0.0007685547	0.0066812653
SH3BP4	0.006902422	0	0.07111849	0.351440888	0.081277828	0.022668458	1.118302583
CNN1	0.0034005337	0.0002900837	0.9473755251	0.0018074074	0.006704985	0.0005515873	0.0007158989
APOE	5.6096322	5.055061	0.3540892	2.1327329	0.4109581	2.6913269	4.0530333
DPP6	0.013148902	0.035333042	0.001508256	0.001623703	0.684222709	0.01392047	1.320459348
NCAN	1.493316656	0.067601172	0.001534408	0.001005083	0.567865082	0.060479723	1.855137924
BST2	0.0213966411	0.0169670226	0.2949198074	0.6578822841	0.0005223342	0.0075131607	0.0117263571
SLC27A1	1.62544416	1.21328115	0.05041426	0.06729268	0.12878414	0.23660811	0.46749686
USHBP1	0.0007472597	0	0.0131493215	0.9330708194	0.0037872384	0.0004749073	0.0003663484
UNC13A	0.015092584	0.019760635	0.00102872	0.002886166	0.254560058	0.00907956	0.032875945
HRC	0	0	0.3214997	8.977955e-05	0.001102112	0.0003892282	0.0001960349
SULT4A1	0.0162528446	0.0935219364	0.00230079	0.0008938459	0.8860507606	0.005478505	0.2653683409
CALY	0.021884292	0.046695036	0.01033082	0.003086696	1.22086117	0.015688398	0.678137574
SLC7A10	1.6323950449	1.3767531884	0.0007296299	0.0017030731	0.0125110705	0.0145853591	0.4549036909
AKAP12	0.011468885	0.002593384	0.908574984	1.012456267	0.091876665	0.014031754	0.134330288
COX4I2	0.03686163	0.005520234	0.6934233	0.02982262	0.00017161	0.004769046	9.918043e-05
C1QL1	0.003389033	0.05091072	4.264411e-05	0.001556999	0.04614155	0.01296731	2.120826
GFAP	0.6754463236	0.4645881877	0.0007764138	0.0245399616	0.0004569609	0.0698666346	0.0271175152
HIGD1B	0.0074991095	0	1.4972257262	0.0586332077	0.0004972105	0.0041695057	0
SLC6A6	0.039171248	0.001906064	0.154842664	2.420337864	0.534949232	0.576554216	0.180040979
PDLIM4	0.60818315	0.516108286	0.013719818	0.002199617	0.031037523	0.009467008	0.063348407
AOC3	4.735104e-05	0	0.613048	0.005544364	0.0001451896	0.0002326198	0
RAMP2	0.18094819	0.42283885	0.020964	2.10111949	0.02326763	0.01027508	0.55530574
ANO1	0.0023705684	0	0.7845920796	0.0165111383	0.0014917693	0.0023290653	0.0007263689
TMEM204	0.055320877	0.001047774	0.871315442	2.029601075	0.00237637	0.00366323	0.001049345
GCH1	0.002093548	0.039302423	0.039393933	0.993838706	0.005287598	0.012663582	0.002204343
SLC6A11	1.0592271301	0.2215109687	0	0.0001025116	0.0123620953	0.0099145452	0.1499694814
RAMP1	1.47647098	1.52636594	0.86268251	0.01088489	0.92132708	0.08392012	1.75937132
ITGB4	0.024951975	0.002018079	0.00686813	0.019595094	0.008855522	0.678573819	0.025815348
TRIM47	0.023490396	0.003021258	0.850516407	1.053923917	0.004514316	0.004994739	0.007165148
HSPA12B	0.0043832567	0.0002941007	0.0115356825	0.8623791423	0.0018721942	0.000120786	0.0091464304
SNAP25	0.14698198	0.52051058	0.04605357	0.01959296	3.011041	0.09601059	0.49215604
NES	0.016749932	0	0.649920926	0.986687482	0.046904982	0.001908582	0.022491417
BCAN	2.6592870819	1.2025932882	0.0004871531	0.0091376651	0.3105256305	0.1134368735	3.17927387
HAPLN2	0.0384439497	0	0.0005998545	0.0011040086	0.0038101194	1.1849220511	0.0569146024
SYT11	1.8005661	1.5912813	0.2604881	0.1036248	2.0355867	2.9024387	2.8314067
SYT4	0.016127857	0	0.003355195	0.001803634	0.882575411	0.005814542	0.049753646
MTUS2	0.014049475	0.093765079	0.046262613	0.005363834	0.323358279	0.006886715	0.071968915
PIK3C2B	0.0152207483	0.0009206704	0.0306199509	0.0385114509	0.1644337687	0.4226601411	0.1173758907
DCLK1	1.52953263	0.45468776	0.02549385	0.0072127	1.27020342	0.11218234	0.7439364
BEX1	0.012336799	0	0.00935273	0.004825778	1.078053379	0.006157194	0.328988478
MYH11	0.004328986	0.002593384	3.093659778	0.021520428	0.008456631	0.006382444	0.001098961
GIMAP6	0.005212922	0.003223971	0.118909983	1.554135187	0.00216173	0.034388919	0.001301968
AMPD3	0.1432899	0.18597027	0.01131619	0.04217191	0.03968392	0.03063173	0.63476004
DUSP26	0.061705815	0.003324734	0.016682382	0.0076988	0.453059969	1.627416046	0.62966363
MRO	0.2955162287	0.4765950759	0.0007154933	0.0004994767	0.0541077039	0.007086737	0.3841384785
CNTN6	0.0021024027	0	0.0004503057	0.0003318998	0.052084893	0.0010135212	0.284693339
CHL1	0.05847827	0.487316127	0.001083757	0.006733728	0.347994751	0.009833596	0.886554228
TSPAN2	0.07917557	0.001097688	0.45952828	0.034572127	0.045400979	2.189879353	0.531052196
GSTM3	2.49212026	1.0214986	0.05587161	0.17535634	0.74752942	1.12057848	0.9241152
YWHAQ	0.7609545	0.8943352	1.8525073	1.3763964	1.4150693	2.553085	1.4064047
ANO3	0.0100366175	0.014859456	0.0011133033	0.0006383337	0.499290229	0.0095060584	0.0077021268
SOX5	0.3547202469	0.4490335132	0.2217639348	0.0003414005	0.0848502124	0.0044696737	0.6643007186
SOX3	0.003774326	0	0	9.856203e-05	0.009578867	0.0005119026	0.2282109
CYP2J2	0.8826182	1.339072	9.912426e-05	0.01439282	0.01623802	0.1775318	0.8791386
FADS2	1.149077106	0.553256356	0.127211211	0.005340095	0.080456908	0.043026638	0.675680906
PDGFRA	0.0070672872	0	0.0002463104	0.0170184246	0.0338252382	0.0118752307	2.1070782588
COL4A2	0.0729073899	0.0007706745	1.0117182959	0.8242563001	0.0244705506	0.004607526	0.0406470412
CLDN10	1.993684404	1.559467191	0.00755035	0.006543431	0.023734826	0.041221511	0.262060176
ADAMTS8	0	0	0.2284170268	0.0001054317	0.0021433748	0.0016495707	0.0015308532
ETS1	0.002346471	0.005789242	0.270254954	1.160394876	0.022982954	0.018647182	0.104061035
PSAT1	1.17630933	0.59157609	0.02424692	0.01611834	0.20602019	2.16577217	1.22933922
LMO2	0.001052128	0.005516833	0.01556705	0.972452338	0.268715733	0.009189505	0.044020868
ITGA7	0.119003623	0.11490007	1.179713881	0.006414173	0.038146547	0.001384355	0.003638265
RDH5	0.095329439	0.462850903	0.139414879	0.008075777	0.04840242	0.011380115	0.005019499
FAIM2	0.138559481	0.122306668	0.003082545	0.004661201	0.762620566	1.22452674	1.037366827
HEY2	0.032390295	0	0.461780901	0.011198181	0.002785747	0.003659701	0.061229101
KCNMB4	0.0050275064	0	0.0004351304	0.0001302061	0.1687216935	0.0064490127	0.3307994186
CPM	0.01398572	0	0.14075722	0.04973098	0.02186164	0.66740232	0.04962576
AGT	0.796188945	1.257434838	0.024380719	0.004227425	0.00399027	0.017844465	0.039908921
KCNK1	1.341054582	0.42721348	0.00215461	0.002328761	0.817239211	0.02551896	0.681341064
RGS8	0	0	0.000939929	0	0.329139643	0.003416283	0.00484799
PAX3	0.001151978	0.3590178	8.900853e-05	7.927928e-05	0.01125507	0	0.01978052
DOCK10	0.024925565	0	0.264715475	0.004593339	0.096317753	0.680508714	0.22178547
SLC19A3	2.04151e-05	0	0.0006438718	0.599718	0.0002489273	4.001933e-05	0.001129805
SERPINE2	2.3541409	2.2041005	1.6468219	0.2548845	0.5929464	0.1812999	3.5348535
DNAJB2	0.2469381	0.2438286	0.3432452	0.1496312	0.1920829	1.417987	0.2591186
TMBIM1	0.50332646	0.78353676	0.76079512	0.46444795	0.06051657	1.79239503	0.26278718
SCEL	0.007677534	0	0.0003192867	0.0008990987	0.0011395672	0.0032416154	0.20262203
EDNRB	1.471456041	2.212212445	0.009042306	0.014254836	0.086645278	0.044563805	2.3704239
TTYH3	0.485441869	0.213872618	0.008115564	0.008938327	0.148990232	0.018403821	0.133848471
MMD2	2.620229894	1.400713745	0.000183093	0.010049379	0.319107351	0.203566667	2.181702407
ERMN	0.0737290095	0.0028151061	0.0006496032	0.0044539966	0.0191918831	2.1353428252	0.1097194014
BIN1	0.14931008	0.01375091	0.57666284	0.06251624	0.40615613	2.3592661	0.47176718
GYPC	0.0009670761	0	0.4686321741	0.0137936575	0.0057914619	0.0002017674	0.0003377135
GAD2	0.002980098	0	0.008298134	0.001930521	0.749898954	0.002163339	0.008254009
KLF4	0.021795775	0.001666376	0.664668996	1.548130416	0.012939471	0.045034279	0.080513298
TMOD1	0.038620661	0	0.318826962	0.001644593	0.565649417	1.048638528	0.136313387
ENPP2	0.17727058	0.17686732	0.02893296	0.22299831	0.1420596	3.02592662	1.68857485
IL33	0.549940366	0.068326506	0.001024615	0.015322206	0.008067913	1.970468433	0.126133284
FOXF2	0.0003614638	0	0.3044011	0.8930918	0.0001200697	0.000804175	2.920124e-05
TUBB2B	1.89231455	1.57966192	0.08762012	0.05132656	0.5059482	0.09760275	1.59294199
RNF144B	0.023009933	0	0.005617426	0.481665084	0.026419584	0.002320489	0.129064859
LRRC32	0.002513003	0	0.9711993605	0.1231093083	0.0118092961	0.0004698069	0.0007374618
SULF1	0.0029378396	0.2556652969	0.0157055147	0.0033248827	0.1254868207	0.0007126479	0.2073654207
FXYD6	0.020583565	0.086330492	0.006689841	0.053697264	0.692097251	0.024442424	1.982567594
PAQR5	0.008289298	0.0006305867	0.0024707176	1.3627986975	0.0012653986	0.0007049904	0.0002357327
ITPKA	0.020665561	0.032182756	0.036750557	0.00390125	0.543025503	0.012646741	0.009874725
TTLL7	0.04912282	0.01558382	0.49158813	0.28259482	0.43417252	1.02937781	0.11983322
ARHGAP29	0.005502576	0	0.80809474	0.755350184	0.018350788	0.010080293	0.009565247
EMILIN1	0.012116805	0.020657716	0.352802403	0.010863474	0.010782705	0.00215763	0.007887627
PLCE1	0.056902995	0.344226128	0.677858986	0.013897957	0.011565377	0.004766551	0.087391725
ADAMTS14	7.534091e-05	0	0.2105197	0.0004252473	0.0005513131	0.001036408	0
CDK15	0	0	0.2010446	0.0006511167	8.339492e-05	0.000310459	0
SLC40A1	0.013396418	0	0.018192747	1.012882491	0.001878375	0.002281086	0.018571682
SECISBP2L	0.3799999	0.4890664	0.2959874	0.3793871	0.580335	1.603904	0.6417432
PRKG2	0.004704338	0	0.005934854	0.0003491287	0.01222067	9.196492e-05	0.2416394
BMPR1B	0.419728179	0.498787292	0	0.002071378	0.003563514	0.009803443	0.021788049
PDE5A	0.0005003948	0	0.9920906477	0.0481313985	0.0243353802	0.0039181184	0.0176897662
NAAA	1.097604909	0.632014569	0.002765679	0.040401289	0.055766524	0.123938985	0.039188646
ANXA3	0.003856161	0.001097688	0.822851414	1.889323746	0.015436865	0.002766033	0.003070919
ENPEP	0.003393302	0	0.2703243	0.02081818	3.063217e-05	0.0001516378	0
LEF1	0.0331874823	0	0.0091972661	0.7446822572	0.0111076715	0.0082204931	0.0004964176
SLCO1C1	1.287134054	0.047987692	0.049497055	2.35235244	0.013240161	0.002222251	0.034454693
AMIGO2	0.0422810243	0.3453141297	0.8646051922	0.0310498663	0.0245118472	0.0004446817	0.0130204924
ASCL1	0.03281749	0.1189303	0	6.669513e-05	0.1094054	0.003583675	0.4238374
SLC7A1	0.021145921	0.007150332	0.08714507	0.912684844	0.109201528	0.007066682	0.117038602
ACVRL1	0.010238553	0.001604823	0.084579566	1.9948544	0.127362404	0.003713396	0.001071581
GALNT6	0.0200917659	0	0.0007866388	0.0003711914	0.0018849256	0.8205628785	0.0269617885
SLAIN1	0.0936490519	0.0833420303	0.0002410702	0.002247211	0.2220460039	1.8932049032	0.3801660975
SSTR1	0.0008719857	0	0	0.0023326337	0.0212173652	0.003377148	0.4871577036
REM2	0.0011061429	0	0.0005410317	8.97909e-05	0.3333867779	0.0002299501	0.020482823
RTN1	0.26812365	0.49520984	0.02909726	0.01848249	3.19193529	0.09978593	2.4256956
RAB15	0.007204089	0	0.001119592	0.00123305	0.374013045	0.004411429	0.02108934
FBLN5	0.055958556	0.270346249	0.022470481	0.030792996	0.034697575	0.002916759	0.038568896
RLBP1	0.37912817	0	0	0.002195407	0.066520018	0.015163375	1.869633589
MFGE8	3.3890253	1.5135491	3.9396667	0.6806378	0.5038402	0.2522464	1.6766855
IQGAP1	0.16690266	0.22434546	1.45648395	1.48600947	0.13609387	0.08696224	0.14397427
SH3GL3	0.0222719954	0	0.0005910411	0.0045985207	0.2143734345	0.7300137619	0.234158705
TGFB1I1	0.006003041	0	1.59083896	0.290402565	0.023321905	0.006217887	0.159390263
ZFHX3	0.02768264	0.008693862	1.035075038	0.057514375	0.059631423	0.01993568	0.085832117
CPNE2	0.35864157	0.78864492	0.24879067	0.15894247	0.11154048	0.01863478	0.40472118
CDH13	0.0241836	0	0.01538883	0.14469153	0.40671744	0.02081312	1.16968081
MYOCD	0.0002311022	0	1.1760007544	0.0012456372	0.0023317349	0.0016241803	0
UNC45B	0.004113201	0	0.007058791	0.3964374	8.010295e-05	0.0002152655	0
ARSG	0.053549097	0.002880648	0.01229689	0.005911182	0.008844066	1.159505292	0.077825635
SLC14A1	0.4022662151	0.888026324	0.0002570992	0.0065531332	0.000332156	0.0034911309	0.1722037321
TTYH2	0.36175007	0.785214	0.08411896	0.76345508	0.08156827	1.8971678	0.28947036
IFITM3	0.085975733	0.085553121	1.140117082	1.118035817	0.020934438	0.010224746	0.006566958
APP	0.2524368	0.4990875	1.0858643	2.4119947	2.1772821	3.1194082	1.5068348
WTIP	0.019476671	0.021430646	1.8662178	0.060977039	0.021292655	0.006877345	0.051128001
RCN3	0.06814401	0.02140471	1.15536097	0.18515666	0.04416133	0.01229502	0.20925763
TINAGL1	0.006127529	0.046847555	2.732546206	1.91760894	0.006695267	0.003036321	0.00380628
RGS5	0.012618823	0	2.149382645	0.217660671	0.016983648	0.005557833	0
FAM163A	0.272120532	0	0	0	0.022237785	0.007300517	0.004710117
HMCN1	0.0011382657	0	0.0004011927	0.4553845053	0.0004762711	0.0002585571	0
KCNH1	0	0	0.0012507387	2.9984e-05	0.3118565417	0.0015073502	0.0003383823
SUSD4	0.002345222	0	0.001418166	0.008746418	0.197663865	0.010271639	0.534133381
SCCPDH	0.5181202	0.4189002	0.1082873	0.1183883	0.3383865	1.5224672	0.7394728
ETNK2	0.004283654	0.115593495	0.296290452	0.015349539	0.003195545	0.003163748	0
SFXN5	1.38255355	1.48186642	0.03151074	0.03466577	0.14538443	0.13870637	0.3640143
C1QL2	0	0	0.01043915	5.911142e-05	0.02057319	0.004394731	0.5755397
GPR17	8.038425e-05	0	0.004207376	0.01816041	0.03163379	0.05406451	2.255576
GALNT13	0.0030737515	0.0265731863	0.0002862075	0.0017940736	0.2568693496	0.0109466631	0.4460241836
SCN1A	0.002071303	0	0.0042806258	0.0005410596	0.4445513956	0.0022858254	0.1161937629
ZNF385B	0.014450028	0.007092578	0.004918653	0.000335665	0.51723355	0.010102515	0
TMEFF2	0.051535701	0.062988987	0.003104712	0.001030896	0.460434537	1.963005005	0.613282887
UNC80	0.0179539809	0.0585103558	0.0007398914	0.0007076855	0.56676701	0.0137887675	0.144702789
GRIP2	0.0007557603	0	0.3981727964	0.0234622393	0.0212558892	0.0020241908	0
RBMS3	0.01725183	0.03398041	0.51681308	0.02144562	0.15465589	0.00752304	0.04604311
ITGA9	0.00160086	0	0.090447921	0.004801264	0.062939803	0.005033434	0.42433059
PTPRG	0.163098997	0.168795629	0.032354707	0.718138504	0.062837219	0.002913196	0.313195358
LRIG1	0.43981826	1.46465841	0.60690463	0.02646697	0.02649487	0.03897119	0.09988119
PHLDB2	0.032755921	0	1.450688432	0.192288661	0.009595965	0.018585684	0.095329542
TAGLN3	0.911345447	1.296832082	0.001701016	0.009535608	1.43962501	0.064803798	0.750494111
ALDH1L1	1.258759315	1.080814965	0	0.002078978	0.023973444	0.033930049	0.030914441
LPP	0.21999569	0.17627563	1.55540099	0.21284469	0.05055063	0.01755568	0.16064328
STXBP5L	0.0007571783	0.0399814324	0.0003436821	0.001646398	0.5192954426	0.0291453334	0.1498755921
EPHA5	0.093828439	0	0.0004843119	0.0034412757	0.1773392098	0.0139846828	0.375062511
SNCA	0.03966399	0	0.00781614	0.01113093	1.94865683	0.17643009	0.30756669
CYP4V2	0.1230531879	0.3275187222	0.0966415157	0.0386154494	0.0004299812	0.0039659975	0.0256952853
HAPLN1	0.426285195	0	0.004258995	0	0.004767199	0.001799968	0.091983678
LIX1	0.9008802364	0.3043162166	0.0007254356	0.0040366004	0.1125581474	0.0302867474	0.0164929574
CXCL14	1.022320336	0.507046969	0.001555883	0.002689771	0.05420025	0.027341912	0.168687966
GABRB2	0.0051049746	0	0.0084697989	0.0009851401	0.5638267855	0.0027986366	0.4729750344
CPLX2	0.12429712	0.12728814	0.0700315	0.03574853	1.16266697	0.05851811	0.0915596
